,algorithm,step,winrate,drawrate,loserate
3927,CrossQ + L2 + Target,76401,0.14,0.86,0.009999999999999995
3928,CrossQ + L2 + Target,76408,0.14,0.87,-0.009999999999999998
3929,CrossQ + L2 + Target,76419,0.13,0.87,-0.009999999999999998
3930,CrossQ + L2 + Target,76421,0.13,0.86,-6.938893903907228e-18
3931,CrossQ + L2 + Target,76422,0.12000000000000002,0.88,-6.938893903907228e-18
3932,CrossQ + L2 + Target,76451,0.11000000000000001,0.89,-6.938893903907228e-18
3933,CrossQ + L2 + Target,76468,0.11000000000000001,0.87,0.009999999999999995
3934,CrossQ + L2 + Target,76494,0.12,0.86,0.009999999999999995
3935,CrossQ + L2 + Target,76544,0.12,0.87,0.009999999999999995
3936,CrossQ + L2 + Target,76545,0.1,0.88,0.030000000000000006
3937,CrossQ + L2 + Target,76599,0.11,0.88,0.010000000000000002
3938,CrossQ + L2 + Target,76602,0.13,0.86,0.03
3939,CrossQ + L2 + Target,76652,0.12000000000000002,0.87,0.019999999999999997
3940,CrossQ + L2 + Target,76659,0.1,0.86,0.009999999999999988
3941,CrossQ + L2 + Target,76672,0.12,0.87,0.029999999999999985
3942,CrossQ + L2 + Target,76702,0.11,0.87,0.03
3943,CrossQ + L2 + Target,76719,0.12000000000000001,0.87,0.020000000000000004
3944,CrossQ + L2 + Target,76745,0.11000000000000001,0.87,0.020000000000000004
3945,CrossQ + L2 + Target,76795,0.11000000000000001,0.85,0.010000000000000009
3946,CrossQ + L2 + Target,76795,0.11000000000000001,0.85,0.020000000000000018
3947,CrossQ + L2 + Target,76795,0.11000000000000001,0.8599999999999999,0.010000000000000009
3948,CrossQ + L2 + Target,76795,0.11000000000000001,0.8599999999999999,0.020000000000000018
3949,CrossQ + L2 + Target,76795,0.12000000000000001,0.85,0.010000000000000009
3950,CrossQ + L2 + Target,76795,0.12000000000000001,0.85,0.020000000000000018
3951,CrossQ + L2 + Target,76795,0.12000000000000001,0.8599999999999999,0.010000000000000009
3952,CrossQ + L2 + Target,76795,0.12000000000000001,0.8599999999999999,0.020000000000000018
3953,CrossQ + L2 + Target,76796,0.1,0.8799999999999999,0.02000000000000001
3954,CrossQ + L2 + Target,76831,0.11,0.86,0.030000000000000006
3955,CrossQ + L2 + Target,76850,0.12,0.87,0.030000000000000006
3956,CrossQ + L2 + Target,76853,0.11000000000000001,0.86,0.010000000000000002
3957,CrossQ + L2 + Target,76903,0.12000000000000001,0.85,0.010000000000000002
3958,CrossQ + L2 + Target,76910,0.13,0.86,0.019999999999999997
3959,CrossQ + L2 + Target,76930,0.13999999999999999,0.86,0.03
3960,CrossQ + L2 + Target,76953,0.12,0.84,0.020000000000000004
3961,CrossQ + L2 + Target,76970,0.12000000000000001,0.84,0.020000000000000004
3962,CrossQ + L2 + Target,77046,0.14,0.85,0.020000000000000004
3963,CrossQ + L2 + Target,77046,0.14,0.85,0.010000000000000002
3964,CrossQ + L2 + Target,77046,0.14,0.86,0.020000000000000004
3965,CrossQ + L2 + Target,77046,0.14,0.86,0.010000000000000002
3966,CrossQ + L2 + Target,77046,0.13,0.85,0.020000000000000004
3967,CrossQ + L2 + Target,77046,0.13,0.85,0.010000000000000002
3968,CrossQ + L2 + Target,77046,0.13,0.86,0.020000000000000004
3969,CrossQ + L2 + Target,77046,0.13,0.86,0.010000000000000002
3970,CrossQ + L2 + Target,77047,0.12000000000000001,0.86,0.019999999999999997
3971,CrossQ + L2 + Target,77082,0.14,0.86,0.01999999999999999
3972,CrossQ + L2 + Target,77104,0.13,0.8500000000000001,0.029999999999999985
3973,CrossQ + L2 + Target,77154,0.11000000000000001,0.86,0.01999999999999999
3974,CrossQ + L2 + Target,77161,0.13,0.86,0.010000000000000009
3975,CrossQ + L2 + Target,77181,0.12000000000000002,0.86,0.010000000000000009
3976,CrossQ + L2 + Target,77204,0.11000000000000001,0.85,0.010000000000000009
3977,CrossQ + L2 + Target,77221,0.1,0.87,0.03
3978,CrossQ + L2 + Target,77234,0.12000000000000001,0.85,0.03
3979,CrossQ + L2 + Target,77297,0.12000000000000001,0.85,0.010000000000000009
3980,CrossQ + L2 + Target,77297,0.12000000000000001,0.85,0.01999999999999999
3981,CrossQ + L2 + Target,77297,0.12000000000000001,0.86,0.010000000000000009
3982,CrossQ + L2 + Target,77297,0.12000000000000001,0.86,0.01999999999999999
3983,CrossQ + L2 + Target,77297,0.11000000000000001,0.85,0.010000000000000009
3984,CrossQ + L2 + Target,77297,0.11000000000000001,0.85,0.01999999999999999
3985,CrossQ + L2 + Target,77297,0.11000000000000001,0.86,0.010000000000000009
3986,CrossQ + L2 + Target,77297,0.11000000000000001,0.86,0.01999999999999999
3987,CrossQ + L2 + Target,77298,0.1,0.8699999999999999,0.029999999999999992
3988,CrossQ + L2 + Target,77333,0.11000000000000001,0.8699999999999999,0.019999999999999997
3989,CrossQ + L2 + Target,77333,0.11000000000000001,0.8699999999999999,0.020000000000000004
3990,CrossQ + L2 + Target,77333,0.11000000000000001,0.8599999999999999,0.019999999999999997
3991,CrossQ + L2 + Target,77333,0.11000000000000001,0.8599999999999999,0.020000000000000004
3992,CrossQ + L2 + Target,77333,0.12000000000000001,0.8699999999999999,0.019999999999999997
3993,CrossQ + L2 + Target,77333,0.12000000000000001,0.8699999999999999,0.020000000000000004
3994,CrossQ + L2 + Target,77333,0.12000000000000001,0.8599999999999999,0.019999999999999997
3995,CrossQ + L2 + Target,77333,0.12000000000000001,0.8599999999999999,0.020000000000000004
3996,CrossQ + L2 + Target,77355,0.13,0.8599999999999999,0.020000000000000004
3997,CrossQ + L2 + Target,77405,0.12000000000000001,0.86,0.019999999999999997
3998,CrossQ + L2 + Target,77455,0.11000000000000001,0.86,0.02000000000000001
3999,CrossQ + L2 + Target,77472,0.13,0.8499999999999999,0.010000000000000009
4000,CrossQ + L2 + Target,77485,0.11,0.86,0.01999999999999999
4001,CrossQ + L2 + Target,77548,0.11,0.8500000000000001,0.029999999999999992
4002,CrossQ + L2 + Target,77548,0.11,0.8500000000000001,0.019999999999999997
4003,CrossQ + L2 + Target,77548,0.11,0.8799999999999999,0.029999999999999992
4004,CrossQ + L2 + Target,77548,0.11,0.8799999999999999,0.019999999999999997
4005,CrossQ + L2 + Target,77548,0.12,0.8500000000000001,0.029999999999999992
4006,CrossQ + L2 + Target,77548,0.12,0.8500000000000001,0.019999999999999997
4007,CrossQ + L2 + Target,77548,0.12,0.8799999999999999,0.029999999999999992
4008,CrossQ + L2 + Target,77548,0.12,0.8799999999999999,0.019999999999999997
4009,CrossQ + L2 + Target,77549,0.11,0.8799999999999999,0.030000000000000006
4010,CrossQ + L2 + Target,77584,0.1,0.87,0.030000000000000006
4011,CrossQ + L2 + Target,77584,0.1,0.87,0.020000000000000004
4012,CrossQ + L2 + Target,77584,0.1,0.87,0.030000000000000006
4013,CrossQ + L2 + Target,77584,0.1,0.87,0.020000000000000004
4014,CrossQ + L2 + Target,77584,0.1,0.87,0.030000000000000006
4015,CrossQ + L2 + Target,77584,0.1,0.87,0.020000000000000004
4016,CrossQ + L2 + Target,77584,0.1,0.87,0.030000000000000006
4017,CrossQ + L2 + Target,77584,0.1,0.87,0.020000000000000004
4018,CrossQ + L2 + Target,77605,0.11,0.8600000000000001,0.03
4019,CrossQ + L2 + Target,77606,0.1,0.8700000000000001,0.01999999999999999
4020,CrossQ + L2 + Target,77656,0.11000000000000001,0.88,0.009999999999999995
4021,CrossQ + L2 + Target,77706,0.11,0.87,0.019999999999999997
4022,CrossQ + L2 + Target,77723,0.11999999999999998,0.8700000000000001,0.019999999999999997
4023,CrossQ + L2 + Target,77785,0.11999999999999998,0.8500000000000001,0.020000000000000004
4024,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.020000000000000004
4025,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.010000000000000009
4026,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.020000000000000004
4027,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.010000000000000009
4028,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.020000000000000004
4029,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.010000000000000009
4030,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.020000000000000004
4031,CrossQ + L2 + Target,77799,0.13,0.8600000000000001,0.010000000000000009
4032,CrossQ + L2 + Target,77800,0.12000000000000002,0.8500000000000001,0.010000000000000023
4033,CrossQ + L2 + Target,77835,0.13,0.8700000000000001,0.020000000000000018
4034,CrossQ + L2 + Target,77856,0.13,0.8700000000000001,0.03
4035,CrossQ + L2 + Target,77857,0.13,0.8700000000000001,0.029999999999999992
4036,CrossQ + L2 + Target,77907,0.11000000000000001,0.8600000000000001,0.019999999999999997
4037,CrossQ + L2 + Target,77907,0.11000000000000001,0.8600000000000001,0.019999999999999997
4038,CrossQ + L2 + Target,77907,0.11000000000000001,0.86,0.019999999999999997
4039,CrossQ + L2 + Target,77907,0.11000000000000001,0.86,0.019999999999999997
4040,CrossQ + L2 + Target,77907,0.12,0.8600000000000001,0.019999999999999997
4041,CrossQ + L2 + Target,77907,0.12,0.8600000000000001,0.019999999999999997
4042,CrossQ + L2 + Target,77907,0.12,0.86,0.019999999999999997
4043,CrossQ + L2 + Target,77907,0.12,0.86,0.019999999999999997
4044,CrossQ + L2 + Target,77957,0.12,0.86,0.019999999999999997
4045,CrossQ + L2 + Target,77974,0.13,0.85,0.01999999999999999
4046,CrossQ + L2 + Target,78036,0.12000000000000002,0.85,0.01999999999999999
4047,CrossQ + L2 + Target,78050,0.13,0.8600000000000001,0.019999999999999997
4048,CrossQ + L2 + Target,78050,0.13,0.8600000000000001,0.02000000000000001
4049,CrossQ + L2 + Target,78050,0.13,0.8700000000000001,0.019999999999999997
4050,CrossQ + L2 + Target,78050,0.13,0.8700000000000001,0.02000000000000001
4051,CrossQ + L2 + Target,78050,0.12000000000000001,0.8600000000000001,0.019999999999999997
4052,CrossQ + L2 + Target,78050,0.12000000000000001,0.8600000000000001,0.02000000000000001
4053,CrossQ + L2 + Target,78050,0.12000000000000001,0.8700000000000001,0.019999999999999997
4054,CrossQ + L2 + Target,78050,0.12000000000000001,0.8700000000000001,0.02000000000000001
4055,CrossQ + L2 + Target,78051,0.11000000000000001,0.8699999999999999,0.010000000000000023
4056,CrossQ + L2 + Target,78086,0.12000000000000002,0.8699999999999999,0.020000000000000018
4057,CrossQ + L2 + Target,78108,0.1,0.8699999999999999,0.030000000000000013
4058,CrossQ + L2 + Target,78158,0.11,0.8799999999999999,0.010000000000000009
4059,CrossQ + L2 + Target,78158,0.11,0.8799999999999999,0.03
4060,CrossQ + L2 + Target,78158,0.11,0.86,0.010000000000000009
4061,CrossQ + L2 + Target,78158,0.11,0.86,0.03
4062,CrossQ + L2 + Target,78158,0.12,0.8799999999999999,0.010000000000000009
4063,CrossQ + L2 + Target,78158,0.12,0.8799999999999999,0.03
4064,CrossQ + L2 + Target,78158,0.12,0.86,0.010000000000000009
4065,CrossQ + L2 + Target,78158,0.12,0.86,0.03
4066,CrossQ + L2 + Target,78194,0.11000000000000001,0.86,0.03
4067,CrossQ + L2 + Target,78208,0.11000000000000001,0.8700000000000001,0.030000000000000013
4068,CrossQ + L2 + Target,78225,0.12,0.8500000000000001,0.02000000000000001
4069,CrossQ + L2 + Target,78225,0.12,0.8500000000000001,0.04
4070,CrossQ + L2 + Target,78225,0.12,0.8599999999999999,0.02000000000000001
4071,CrossQ + L2 + Target,78225,0.12,0.8599999999999999,0.04
4072,CrossQ + L2 + Target,78225,0.09999999999999998,0.8500000000000001,0.02000000000000001
4073,CrossQ + L2 + Target,78225,0.09999999999999998,0.8500000000000001,0.04
4074,CrossQ + L2 + Target,78225,0.09999999999999998,0.8599999999999999,0.02000000000000001
4075,CrossQ + L2 + Target,78225,0.09999999999999998,0.8599999999999999,0.04
4076,CrossQ + L2 + Target,78228,0.11,0.8399999999999999,0.01999999999999999
4077,CrossQ + L2 + Target,78287,0.12,0.8499999999999999,0.029999999999999992
4078,CrossQ + L2 + Target,78301,0.10999999999999999,0.8499999999999999,0.019999999999999993
4079,CrossQ + L2 + Target,78301,0.10999999999999999,0.8499999999999999,0.019999999999999987
4080,CrossQ + L2 + Target,78301,0.10999999999999999,0.85,0.019999999999999993
4081,CrossQ + L2 + Target,78301,0.10999999999999999,0.85,0.019999999999999987
4082,CrossQ + L2 + Target,78301,0.12,0.8499999999999999,0.019999999999999993
4083,CrossQ + L2 + Target,78301,0.12,0.8499999999999999,0.019999999999999987
4084,CrossQ + L2 + Target,78301,0.12,0.85,0.019999999999999993
4085,CrossQ + L2 + Target,78301,0.12,0.85,0.019999999999999987
4086,CrossQ + L2 + Target,78359,0.12000000000000001,0.87,0.039999999999999994
4087,CrossQ + L2 + Target,78409,0.11000000000000001,0.85,0.03
4088,CrossQ + L2 + Target,78445,0.11,0.85,0.03
4089,CrossQ + L2 + Target,78459,0.10999999999999999,0.87,0.019999999999999997
4090,CrossQ + L2 + Target,78476,0.10999999999999999,0.87,0.029999999999999992
4091,CrossQ + L2 + Target,78476,0.10999999999999999,0.87,0.03
4092,CrossQ + L2 + Target,78476,0.10999999999999999,0.87,0.029999999999999992
4093,CrossQ + L2 + Target,78476,0.10999999999999999,0.87,0.03
4094,CrossQ + L2 + Target,78476,0.09999999999999999,0.87,0.029999999999999992
4095,CrossQ + L2 + Target,78476,0.09999999999999999,0.87,0.03
4096,CrossQ + L2 + Target,78476,0.09999999999999999,0.87,0.029999999999999992
4097,CrossQ + L2 + Target,78476,0.09999999999999999,0.87,0.03
4098,CrossQ + L2 + Target,78479,0.11,0.86,0.039999999999999994
4099,CrossQ + L2 + Target,78505,0.11,0.86,0.03999999999999999
4100,CrossQ + L2 + Target,78538,0.11,0.8600000000000001,0.04
4101,CrossQ + L2 + Target,78552,0.11,0.8600000000000001,0.04000000000000001
4102,CrossQ + L2 + Target,78552,0.11,0.8600000000000001,0.039999999999999994
4103,CrossQ + L2 + Target,78552,0.11,0.8500000000000001,0.04000000000000001
4104,CrossQ + L2 + Target,78552,0.11,0.8500000000000001,0.039999999999999994
4105,CrossQ + L2 + Target,78552,0.1,0.8600000000000001,0.04000000000000001
4106,CrossQ + L2 + Target,78552,0.1,0.8600000000000001,0.039999999999999994
4107,CrossQ + L2 + Target,78552,0.1,0.8500000000000001,0.04000000000000001
4108,CrossQ + L2 + Target,78552,0.1,0.8500000000000001,0.039999999999999994
4109,CrossQ + L2 + Target,78610,0.11000000000000001,0.8400000000000001,0.05
4110,CrossQ + L2 + Target,78655,0.11000000000000001,0.84,0.040000000000000015
4111,CrossQ + L2 + Target,78660,0.1,0.8399999999999999,0.04
4112,CrossQ + L2 + Target,78727,0.11,0.8399999999999999,0.05
4113,CrossQ + L2 + Target,78727,0.11,0.8399999999999999,0.06000000000000001
4114,CrossQ + L2 + Target,78727,0.11,0.8399999999999999,0.05
4115,CrossQ + L2 + Target,78727,0.11,0.8399999999999999,0.06000000000000001
4116,CrossQ + L2 + Target,78727,0.1,0.8399999999999999,0.05
4117,CrossQ + L2 + Target,78727,0.1,0.8399999999999999,0.06000000000000001
4118,CrossQ + L2 + Target,78727,0.1,0.8399999999999999,0.05
4119,CrossQ + L2 + Target,78727,0.1,0.8399999999999999,0.06000000000000001
4120,CrossQ + L2 + Target,78730,0.1,0.8399999999999999,0.06000000000000001
4121,CrossQ + L2 + Target,78756,0.11,0.8399999999999999,0.05000000000000001
4122,CrossQ + L2 + Target,78786,0.11,0.82,0.07
4123,CrossQ + L2 + Target,78789,0.12000000000000001,0.8399999999999999,0.049999999999999996
4124,CrossQ + L2 + Target,78803,0.1,0.85,0.04
4125,CrossQ + L2 + Target,78803,0.1,0.85,0.06
4126,CrossQ + L2 + Target,78803,0.1,0.8400000000000001,0.04
4127,CrossQ + L2 + Target,78803,0.1,0.8400000000000001,0.06
4128,CrossQ + L2 + Target,78803,0.11,0.85,0.04
4129,CrossQ + L2 + Target,78803,0.11,0.85,0.06
4130,CrossQ + L2 + Target,78803,0.11,0.8400000000000001,0.04
4131,CrossQ + L2 + Target,78803,0.11,0.8400000000000001,0.06
4132,CrossQ + L2 + Target,78861,0.10999999999999999,0.85,0.03
4133,CrossQ + L2 + Target,78906,0.1,0.84,0.05000000000000001
4134,CrossQ + L2 + Target,78911,0.1,0.8599999999999999,0.030000000000000006
4135,CrossQ + L2 + Target,78916,0.09999999999999999,0.85,0.04
4136,CrossQ + L2 + Target,78978,0.11,0.85,0.049999999999999996
4137,CrossQ + L2 + Target,78978,0.11,0.85,0.039999999999999994
4138,CrossQ + L2 + Target,78978,0.11,0.84,0.049999999999999996
4139,CrossQ + L2 + Target,78978,0.11,0.84,0.039999999999999994
4140,CrossQ + L2 + Target,78978,0.11,0.85,0.049999999999999996
4141,CrossQ + L2 + Target,78978,0.11,0.85,0.039999999999999994
4142,CrossQ + L2 + Target,78978,0.11,0.84,0.049999999999999996
4143,CrossQ + L2 + Target,78978,0.11,0.84,0.039999999999999994
4144,CrossQ + L2 + Target,78981,0.1,0.84,0.029999999999999995
4145,CrossQ + L2 + Target,79037,0.1,0.8599999999999999,0.039999999999999994
4146,CrossQ + L2 + Target,79040,0.12,0.8400000000000001,0.039999999999999994
4147,CrossQ + L2 + Target,79054,0.1,0.87,0.04000000000000001
4148,CrossQ + L2 + Target,79054,0.1,0.87,0.04000000000000001
4149,CrossQ + L2 + Target,79054,0.1,0.85,0.04000000000000001
4150,CrossQ + L2 + Target,79054,0.1,0.85,0.04000000000000001
4151,CrossQ + L2 + Target,79054,0.1,0.87,0.04000000000000001
4152,CrossQ + L2 + Target,79054,0.1,0.87,0.04000000000000001
4153,CrossQ + L2 + Target,79054,0.1,0.85,0.04000000000000001
4154,CrossQ + L2 + Target,79054,0.1,0.85,0.04000000000000001
4155,CrossQ + L2 + Target,79057,0.12,0.8400000000000001,0.039999999999999994
4156,CrossQ + L2 + Target,79096,0.12,0.8600000000000001,0.029999999999999992
4157,CrossQ + L2 + Target,79122,0.10999999999999999,0.8400000000000001,0.039999999999999994
4158,CrossQ + L2 + Target,79157,0.12,0.8300000000000001,0.049999999999999996
4159,CrossQ + L2 + Target,79162,0.12,0.8400000000000001,0.049999999999999996
4160,CrossQ + L2 + Target,79167,0.11,0.84,0.039999999999999994
4161,CrossQ + L2 + Target,79184,0.11,0.83,0.039999999999999994
4162,CrossQ + L2 + Target,79229,0.12000000000000001,0.8400000000000001,0.049999999999999996
4163,CrossQ + L2 + Target,79291,0.12,0.8500000000000001,0.05
4164,CrossQ + L2 + Target,79305,0.10999999999999999,0.8500000000000001,0.030000000000000002
4165,CrossQ + L2 + Target,79308,0.13,0.8300000000000001,0.039999999999999994
4166,CrossQ + L2 + Target,79347,0.12000000000000001,0.8400000000000001,0.029999999999999995
4167,CrossQ + L2 + Target,79373,0.11,0.84,0.039999999999999994
4168,CrossQ + L2 + Target,79408,0.10999999999999999,0.84,0.03
4169,CrossQ + L2 + Target,79413,0.12,0.8400000000000001,0.05
4170,CrossQ + L2 + Target,79418,0.10999999999999999,0.8400000000000001,0.05
4171,CrossQ + L2 + Target,79423,0.12,0.8400000000000001,0.04000000000000001
4172,CrossQ + L2 + Target,79435,0.13,0.8400000000000001,0.04000000000000001
4173,CrossQ + L2 + Target,79437,0.15,0.8200000000000001,0.030000000000000006
4174,CrossQ + L2 + Target,79480,0.13,0.83,0.030000000000000006
4175,CrossQ + L2 + Target,79542,0.12,0.84,0.04
4176,CrossQ + L2 + Target,79556,0.13,0.8300000000000001,0.05
4177,CrossQ + L2 + Target,79559,0.13,0.8200000000000001,0.04
4178,CrossQ + L2 + Target,79659,0.12,0.8300000000000001,0.04
4179,CrossQ + L2 + Target,79664,0.12,0.8500000000000001,0.05
4180,CrossQ + L2 + Target,79669,0.10999999999999999,0.8400000000000001,0.05
4181,CrossQ + L2 + Target,79674,0.13,0.8400000000000001,0.030000000000000006
4182,CrossQ + L2 + Target,79686,0.12,0.8300000000000001,0.030000000000000006
4183,CrossQ + L2 + Target,79688,0.10999999999999999,0.8400000000000001,0.04
4184,CrossQ + L2 + Target,79728,0.13,0.8300000000000001,0.04
4185,CrossQ + L2 + Target,79731,0.13,0.8400000000000001,0.03
4186,CrossQ + L2 + Target,79749,0.14,0.8200000000000001,0.049999999999999996
4187,CrossQ + L2 + Target,79793,0.13,0.8200000000000001,0.04000000000000001
4188,CrossQ + L2 + Target,79807,0.12999999999999998,0.8200000000000001,0.030000000000000006
4189,CrossQ + L2 + Target,79810,0.12999999999999998,0.8200000000000001,0.049999999999999996
4190,CrossQ + L2 + Target,79910,0.12999999999999998,0.8300000000000001,0.039999999999999994
4191,CrossQ + L2 + Target,79915,0.13,0.8300000000000001,0.039999999999999994
4192,CrossQ + L2 + Target,79925,0.12,0.8300000000000001,0.039999999999999994
4193,CrossQ + L2 + Target,79937,0.12,0.8300000000000001,0.04
4194,CrossQ + L2 + Target,79967,0.13,0.8300000000000001,0.03
4195,CrossQ + L2 + Target,79979,0.12,0.8300000000000001,0.030000000000000006
4196,CrossQ + L2 + Target,79982,0.13,0.83,0.04000000000000001
4197,CrossQ + L2 + Target,80000,0.13,0.8299999999999998,0.05
4198,CrossQ + L2 + Target,80044,0.13,0.83,0.05
4199,CrossQ + L2 + Target,80058,0.13,0.82,0.04000000000000001
4200,CrossQ + L2 + Target,80058,0.13,0.82,0.04000000000000001
4201,CrossQ + L2 + Target,80058,0.13,0.82,0.04000000000000001
4202,CrossQ + L2 + Target,80058,0.13,0.82,0.04000000000000001
4203,CrossQ + L2 + Target,80058,0.14,0.82,0.04000000000000001
4204,CrossQ + L2 + Target,80058,0.14,0.82,0.04000000000000001
4205,CrossQ + L2 + Target,80058,0.14,0.82,0.04000000000000001
4206,CrossQ + L2 + Target,80058,0.14,0.82,0.04000000000000001
4207,CrossQ + L2 + Target,80061,0.13,0.8200000000000001,0.030000000000000006
4208,CrossQ + L2 + Target,80161,0.14,0.8300000000000001,0.04000000000000001
4209,CrossQ + L2 + Target,80166,0.13,0.8200000000000001,0.05
4210,CrossQ + L2 + Target,80188,0.13,0.84,0.04
4211,CrossQ + L2 + Target,80230,0.13,0.83,0.03
4212,CrossQ + L2 + Target,80233,0.12000000000000001,0.84,0.04
4213,CrossQ + L2 + Target,80251,0.12000000000000002,0.83,0.04
4214,CrossQ + L2 + Target,80295,0.12000000000000002,0.8199999999999998,0.030000000000000006
4215,CrossQ + L2 + Target,80309,0.14,0.8299999999999998,0.05
4216,CrossQ + L2 + Target,80309,0.14,0.8299999999999998,0.05
4217,CrossQ + L2 + Target,80309,0.14,0.83,0.05
4218,CrossQ + L2 + Target,80309,0.14,0.83,0.05
4219,CrossQ + L2 + Target,80309,0.13,0.8299999999999998,0.05
4220,CrossQ + L2 + Target,80309,0.13,0.8299999999999998,0.05
4221,CrossQ + L2 + Target,80309,0.13,0.83,0.05
4222,CrossQ + L2 + Target,80309,0.13,0.83,0.05
4223,CrossQ + L2 + Target,80312,0.13,0.8300000000000001,0.039999999999999994
4224,CrossQ + L2 + Target,80407,0.13999999999999999,0.81,0.039999999999999994
4225,CrossQ + L2 + Target,80412,0.12999999999999998,0.83,0.03000000000000001
4226,CrossQ + L2 + Target,80417,0.13,0.84,0.030000000000000006
4227,CrossQ + L2 + Target,80439,0.14999999999999997,0.8300000000000001,0.020000000000000004
4228,CrossQ + L2 + Target,80481,0.12,0.8400000000000001,0.030000000000000006
4229,CrossQ + L2 + Target,80484,0.14,0.84,0.020000000000000004
4230,CrossQ + L2 + Target,80502,0.13,0.8599999999999999,0.030000000000000002
4231,CrossQ + L2 + Target,80560,0.13,0.84,0.030000000000000002
4232,CrossQ + L2 + Target,80560,0.13,0.84,0.04
4233,CrossQ + L2 + Target,80560,0.13,0.85,0.030000000000000002
4234,CrossQ + L2 + Target,80560,0.13,0.85,0.04
4235,CrossQ + L2 + Target,80560,0.12,0.84,0.030000000000000002
4236,CrossQ + L2 + Target,80560,0.12,0.84,0.04
4237,CrossQ + L2 + Target,80560,0.12,0.85,0.030000000000000002
4238,CrossQ + L2 + Target,80560,0.12,0.85,0.04
4239,CrossQ + L2 + Target,80563,0.13,0.86,0.03
4240,CrossQ + L2 + Target,80579,0.12000000000000001,0.8400000000000001,0.030000000000000002
4241,CrossQ + L2 + Target,80658,0.14,0.8400000000000001,0.02
4242,CrossQ + L2 + Target,80663,0.13,0.85,0.03
4243,CrossQ + L2 + Target,80668,0.13,0.83,0.03
4244,CrossQ + L2 + Target,80732,0.13,0.84,0.03
4245,CrossQ + L2 + Target,80735,0.13,0.84,0.04
4246,CrossQ + L2 + Target,80753,0.14,0.85,0.02
4247,CrossQ + L2 + Target,80811,0.13,0.85,0.02
4248,CrossQ + L2 + Target,80811,0.13,0.85,0.03
4249,CrossQ + L2 + Target,80811,0.13,0.85,0.02
4250,CrossQ + L2 + Target,80811,0.13,0.85,0.03
4251,CrossQ + L2 + Target,80811,0.13999999999999999,0.85,0.02
4252,CrossQ + L2 + Target,80811,0.13999999999999999,0.85,0.03
4253,CrossQ + L2 + Target,80811,0.13999999999999999,0.85,0.02
4254,CrossQ + L2 + Target,80811,0.13999999999999999,0.85,0.03
4255,CrossQ + L2 + Target,80814,0.13,0.84,0.009999999999999995
4256,CrossQ + L2 + Target,80818,0.14,0.84,0.029999999999999992
4257,CrossQ + L2 + Target,80830,0.15000000000000002,0.84,0.019999999999999997
4258,CrossQ + L2 + Target,80896,0.15000000000000002,0.8300000000000001,0.009999999999999995
4259,CrossQ + L2 + Target,80909,0.16,0.8400000000000001,0.009999999999999992
4260,CrossQ + L2 + Target,80914,0.14,0.8300000000000001,0.009999999999999992
4261,CrossQ + L2 + Target,80983,0.16000000000000003,0.8300000000000001,0.009999999999999995
4262,CrossQ + L2 + Target,80986,0.16000000000000003,0.8400000000000001,3.469446951953614e-18
4263,CrossQ + L2 + Target,81004,0.15000000000000002,0.8400000000000001,0.020000000000000007
4264,CrossQ + L2 + Target,81062,0.15000000000000002,0.85,-0.009999999999999995
4265,CrossQ + L2 + Target,81062,0.15000000000000002,0.85,0.010000000000000009
4266,CrossQ + L2 + Target,81062,0.15000000000000002,0.84,-0.009999999999999995
4267,CrossQ + L2 + Target,81062,0.15000000000000002,0.84,0.010000000000000009
4268,CrossQ + L2 + Target,81062,0.15,0.85,-0.009999999999999995
4269,CrossQ + L2 + Target,81062,0.15,0.85,0.010000000000000009
4270,CrossQ + L2 + Target,81062,0.15,0.84,-0.009999999999999995
4271,CrossQ + L2 + Target,81062,0.15,0.84,0.010000000000000009
4272,CrossQ + L2 + Target,81065,0.15,0.84,0.010000000000000005
4273,CrossQ + L2 + Target,81069,0.14,0.8599999999999999,-0.009999999999999998
4274,CrossQ + L2 + Target,81085,0.15,0.8299999999999998,0.020000000000000004
4275,CrossQ + L2 + Target,81147,0.16,0.8399999999999999,-6.938893903907228e-18
4276,CrossQ + L2 + Target,81147,0.16,0.8399999999999999,0.009999999999999988
4277,CrossQ + L2 + Target,81147,0.16,0.84,-6.938893903907228e-18
4278,CrossQ + L2 + Target,81147,0.16,0.84,0.009999999999999988
4279,CrossQ + L2 + Target,81147,0.15000000000000002,0.8399999999999999,-6.938893903907228e-18
4280,CrossQ + L2 + Target,81147,0.15000000000000002,0.8399999999999999,0.009999999999999988
4281,CrossQ + L2 + Target,81147,0.15000000000000002,0.84,-6.938893903907228e-18
4282,CrossQ + L2 + Target,81147,0.15000000000000002,0.84,0.009999999999999988
4283,CrossQ + L2 + Target,81160,0.16000000000000003,0.8499999999999999,0.009999999999999995
4284,CrossQ + L2 + Target,81165,0.15000000000000002,0.8499999999999999,0.009999999999999995
4285,CrossQ + L2 + Target,81234,0.15000000000000002,0.8499999999999999,0.009999999999999995
